CCM Code,Campus,Campus Name,College,College Name,Major,Major Name,Self Support,Subcampus Ind,Ugrad Req Units,UC Discp,UC Discipline Name,CIP Code,CIP Name,Major Long Name
07340GC,07,Santa Cruz,34,Merrill College,0GC,AGROECOLOGY,N,GENERAL CAMPUS,180,120,AGRICULTURE & NATURAL RESOURCES,010308,Agroecology And Sustainable Agriculture.,AGROECOLOGY
07340GD,07,Santa Cruz,34,Merrill College,0GD,MATHEMATICS EDUCATION,N,GENERAL CAMPUS,180,210,MATHEMATICS,270101,"Mathematics, General.",MATHEMATICS EDUCATION
07340GH,07,Santa Cruz,34,Merrill College,0GH,"EDUC, DEMOCRACY & JUSTICE",N,GENERAL CAMPUS,180,620,EDUCATION,130901,Social and Philosophical Foundations of Education.,"EDUCATION, DEMOCRACY, AND JUSTICE"
07340IN,07,Santa Cruz,34,Merrill College,0IN,GLOBAL & COMMUNITY HEALTH,N,GENERAL CAMPUS,180,860,PUBLIC HEALTH,512210,International Public Health/International Health.,GLOBAL AND COMMUNITY HEALTH
07340IW,07,Santa Cruz,34,Merrill College,0IW,MATH THEORY & COMPUTATION,N,GENERAL CAMPUS,180,210,MATHEMATICS,270303,Computational Mathematics.,MATHEMATICS THEORY & COMPUTATION
07340JI,07,Santa Cruz,34,Merrill College,0JI,LAT AM STU/EDU DEM JUS,N,GENERAL CAMPUS,180,620,EDUCATION,130202,Multicultural Education.,"LATIN AMERICAN AND LATINO STUDIES AND EDUCATION, DEMOCRACY, AND JUSTICE"
0734101,07,Santa Cruz,34,Merrill College,101,ASTROPHYSICS,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400202,Astrophysics.,ASTROPHYSICS
0734114,07,Santa Cruz,34,Merrill College,114,BIOCHEM-MOLECULA BIO,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260205,Molecular Biochemistry.,BIOCHEMISTRY- MOLECULAR BIOLOGY
0734123,07,Santa Cruz,34,Merrill College,123,BIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260101,"Biology/Biological Sciences, General.",BIOLOGY
0734153,07,Santa Cruz,34,Merrill College,153,CHEMISTRY,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400501,"Chemistry, General.",CHEMISTRY
0734173,07,Santa Cruz,34,Merrill College,173,CLASSICAL STUDIES,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,161200,"Classics and Classical Languages, Literatures, and Linguistics, General.",CLASSICAL STUDIES
0734179,07,Santa Cruz,34,Merrill College,179,COGNITIVE SCIENCE,N,GENERAL CAMPUS,180,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",COGNITIVE SCIENCE
0734186,07,Santa Cruz,34,Merrill College,186,COMMUNITY STUDIES,N,GENERAL CAMPUS,0,660,PUBLIC ADMIN & SOCIAL SERV PROF,440201,Community Organization And Advocacy.,COMMUNITY STUDIES
0734191,07,Santa Cruz,34,Merrill College,191,COMPUTER & INFO SCIENCES,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110101,"Computer and Information Sciences, General.",COMPUTER & INFORMATION SCIENCES
0734201,07,Santa Cruz,34,Merrill College,201,COMPUTER SCIENCE,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110701,Computer Science.,COMPUTER SCIENCE
0734240,07,Santa Cruz,34,Merrill College,240,EARTH SCIENCE,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400601,"Geology/Earth Science, General.",EARTH SCIENCE
0734241,07,Santa Cruz,34,Merrill College,241,EAST ASIAN STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050104,East Asian Studies.,EAST ASIAN STUDIES
0734242,07,Santa Cruz,34,Merrill College,242,ECOLOGY & EVOLUTION,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261301,Ecology.,ECOLOGY & EVOLUTION
0734244,07,Santa Cruz,34,Merrill College,244,ECONOMICS-MATHEMATIC,N,GENERAL CAMPUS,180,320,SOCIAL SCIENCES,450603,Econometrics and Quantitative Economics.,ECONOMICS - MATHEMATICS
0734246,07,Santa Cruz,34,Merrill College,246,ECONOMICS,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,450601,"Economics, General.",ECONOMICS
0734257,07,Santa Cruz,34,Merrill College,257,BIOTECHNOLOGY,N,GENERAL CAMPUS,180,110,BIOLOGICAL SCIENCES,261201,Biotechnology.,BIOTECHNOLOGY
073425C,07,Santa Cruz,34,Merrill College,25C,EARTH SCI/ANTHROPOLGY,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,450301,Archeology.,EARTH SCIENCE/ANTHROPOLOGY
073425F,07,Santa Cruz,34,Merrill College,25F,BIOINFORMATICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261103,Bioinformatics.,BIOINFORMATICS
0734288,07,Santa Cruz,34,Merrill College,288,BIOENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140501,Bioengineering and Biomedical Engineering.,BIOENGINEERING
0734302,07,Santa Cruz,34,Merrill College,302,COMPUTER ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140901,"Computer Engineering, General.",COMPUTER ENGINEERING
0734303,07,Santa Cruz,34,Merrill College,303,ELECTRICAL ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,141001,Electrical and Electronics Engineering,ELECTRICAL ENGINEERING
0734340,07,Santa Cruz,34,Merrill College,340,ENVIRONMENTAL PLANNG,N,GENERAL CAMPUS,0,630,ARCHITECTURE & ENVIRON DESIGN,040401,Environmental Design/Architecture.,ENVIRONMENTAL PLANNING
0734344,07,Santa Cruz,34,Merrill College,344,GERMAN STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050125,German Studies.,GERMAN STUDIES
0734356,07,Santa Cruz,34,Merrill College,356,ENVIRON STUDIES,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030103,Environmental Studies.,ENVIRONMENTAL STUDIES
0734360,07,Santa Cruz,34,Merrill College,360,ETHNIC STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050200,Ethnic Studies.,ETHNIC STUDIES
0734386,07,Santa Cruz,34,Merrill College,386,ENVIR STUDIES/ECONOMICS,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030103,Environmental Studies.,ENVIRONMENTAL STUDIES/ECONOMICS
0734395,07,Santa Cruz,34,Merrill College,395,ENVIR STUDIES/BIOLOGY,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030104,Environmental Science.,ENVIRONMENTAL STUDIES/BIOLOGY
073441A,07,Santa Cruz,34,Merrill College,41A,HEALTH SCIENCES,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260102,"Biomedical Sciences, General.",HEALTH SCIENCES
0734429,07,Santa Cruz,34,Merrill College,429,HISTORY,N,GENERAL CAMPUS,0,430,LETTERS,540101,"History, General.",HISTORY
0734451,07,Santa Cruz,34,Merrill College,451,INDIVIDUAL MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",INDIVIDUAL MAJOR
0734457,07,Santa Cruz,34,Merrill College,457,LATIN AMER STDS-ANTHRO,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN STUDIES - ANTHROPOLOGY
0734458,07,Santa Cruz,34,Merrill College,458,LATIN AMER STDS-COMM STDS,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN STUDIES - COMMUNITY STUDIES
0734460,07,Santa Cruz,34,Merrill College,460,LATIN AMER STDS-SOCIOLOGY,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN STUDIES - SOCIOLOGY
0734461,07,Santa Cruz,34,Merrill College,461,INFORMATION SCI,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110401,Information Science/Studies.,INFORMATION SCIENCES
0734463,07,Santa Cruz,34,Merrill College,463,LATIN AMER STDS-ENV STDTS,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN STUDIES - ENV STDTS
0734466,07,Santa Cruz,34,Merrill College,466,LATIN AMER STDS-LITERATUR,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN STUDIES - LITERATURE
0734467,07,Santa Cruz,34,Merrill College,467,LATIN AMER STDS-POLITICS,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN STUDIES - POLITICS
0734479,07,Santa Cruz,34,Merrill College,479,ITALIAN STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050126,Italian Studies.,ITALIAN STUDIES
0734482,07,Santa Cruz,34,Merrill College,482,JEWISH STUDIES,N,GENERAL CAMPUS,180,430,LETTERS,380206,Jewish/Judaic Studies.,JEWISH STUDIES
0734490,07,Santa Cruz,34,Merrill College,490,LANGUAGE & CULTURE,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160199,"Linguistic, Comparative, and Related Language Studies and Services, Other.",LANGUAGE & CULTURE
0734494,07,Santa Cruz,34,Merrill College,494,LANGUAGE STUDIES,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160199,"Linguistic, Comparative, and Related Language Studies and Services, Other.",LANGUAGE STUDIES
0734497,07,Santa Cruz,34,Merrill College,497,LEGAL STUDIES,N,GENERAL CAMPUS,0,640,LAW,220000,Legal Studies.,LEGAL STUDIES
0734498,07,Santa Cruz,34,Merrill College,498,LATIN-AMER STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050107,Latin American Studies.,LATIN-AMERICAN STUDIES
0734510,07,Santa Cruz,34,Merrill College,510,LINGUISTICS,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160102,Linguistics.,LINGUISTICS
0734513,07,Santa Cruz,34,Merrill College,513,LITERATURE,N,GENERAL CAMPUS,180,420,FOREIGN LANGUAGES & LITERATURE,160104,Comparative Literature.,LITERATURE
0734537,07,Santa Cruz,34,Merrill College,537,MARINE BIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261302,Marine Biology and Biological Oceanography.,MARINE BIOLOGY
0734538,07,Santa Cruz,34,Merrill College,538,ENV STUDIES/EARTH SCI,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030104,Environmental Science.,ENVIRONMENTAL STUDIES/EARTH SCIENCE
0734540,07,Santa Cruz,34,Merrill College,540,MATHEMATICS,N,GENERAL CAMPUS,0,210,MATHEMATICS,270101,"Mathematics, General.",MATHEMATICS
0734570,07,Santa Cruz,34,Merrill College,570,MICROBIOLOGY,N,GENERAL CAMPUS,180,110,BIOLOGICAL SCIENCES,260502,"Microbiology, General.",MICROBIOLOGY
0734572,07,Santa Cruz,34,Merrill College,572,MOD SOC & SOC THGHT,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",MOD SOC & SOC THOUGHT
0734579,07,Santa Cruz,34,Merrill College,579,MUSIC,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500903,"Music Performance, General.",MUSIC
0734585,07,Santa Cruz,34,Merrill College,585,LEGAL STUDIES/ECONOMICS,N,GENERAL CAMPUS,0,640,LAW,220000,Legal Studies.,LEGAL STUDIES/ECONOMICS
0734586,07,Santa Cruz,34,Merrill College,586,LEGAL STUDIES/PHILOSOPHY,N,GENERAL CAMPUS,0,640,LAW,220000,Legal Studies.,LEGAL STUDIES/PHILOSOPHY
0734594,07,Santa Cruz,34,Merrill College,594,NEUROSCIENCE,N,GENERAL CAMPUS,180,110,BIOLOGICAL SCIENCES,261501,Neuroscience.,NEUROSCIENCE
073459A,07,Santa Cruz,34,Merrill College,59A,NEUROSCIENCE & BEHAVIOR,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261501,Neuroscience.,NEUROSCIENCE & BEHAVIOR
0734600,07,Santa Cruz,34,Merrill College,600,LEGAL STUDIES/POLITICS,N,GENERAL CAMPUS,0,640,LAW,220000,Legal Studies.,LEGAL STUDIES/POLITICS
0734601,07,Santa Cruz,34,Merrill College,601,MOD SOCIETY&SOC THGT/SOC,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",MODERN SOCIETY & SOCIAL THOUGHT/SOCIOLOGY
0734643,07,Santa Cruz,34,Merrill College,643,LATIN AMER STDS-ECONOMICS,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN STUDIES - ECONOMICS
0734644,07,Santa Cruz,34,Merrill College,644,"MOLEC,CELL,&DEV BIOLOGY",N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260406,Cell/Cellular and Molecular Biology.,"MOLECULAR, CELL, & DEVELOPMENTAL BIOLOGY"
0734651,07,Santa Cruz,34,Merrill College,651,PHILOSOPHY,N,GENERAL CAMPUS,0,430,LETTERS,380101,Philosophy.,PHILOSOPHY
0734666,07,Santa Cruz,34,Merrill College,666,PHYSICS,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400801,"Physics, General.",PHYSICS
0734689,07,Santa Cruz,34,Merrill College,689,GLOBAL ECONOMICS,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,450605,International Economics.,GLOBAL ECONOMICS
0734690,07,Santa Cruz,34,Merrill College,690,PLANT SCIENCE,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,011101,"Plant Sciences, General.",PLANT SCIENCE
0734694,07,Santa Cruz,34,Merrill College,694,LAT AM&LATINO STDS,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN & LATINO STUDIES
0734695,07,Santa Cruz,34,Merrill College,695,LAT AM&LATINO STDS-ATHRO,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN & LATINO STUDIES-ANTHROPOLOGY
0734702,07,Santa Cruz,34,Merrill College,702,LAT AM&LATINO STDS-COM ST,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN & LATINO STUDIES - COMMUNITY STUDIES
0734703,07,Santa Cruz,34,Merrill College,703,LAT AM&LATINO STDS-ECON,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN & LATINO STUDIES - ECONOMICS
0734704,07,Santa Cruz,34,Merrill College,704,LAT SM&LATINO STDS-ENV ST,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN & LATINO STUDIES - ENVIRONMENTAL STUDIES
0734705,07,Santa Cruz,34,Merrill College,705,POLITICS,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451001,"Political Science and Government, General.",POLITICS
0734706,07,Santa Cruz,34,Merrill College,706,LAT AM&LATINO STDS-LIT,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN & LATINO STUDIES - LITERATURE
0734708,07,Santa Cruz,34,Merrill College,708,ECOLOGY & EVOL BIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261399,"Ecology, Evolution, Systematics and Population Biology, Other.",ECOLOGY & EVOLUTIONARY BIOLOGY
0734709,07,Santa Cruz,34,Merrill College,709,LAT AM&LATINO STDS-POLTCS,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN & LATINO STUDIES - POLITICS
0734710,07,Santa Cruz,34,Merrill College,710,LAT AM&LATINO STDS-SOC,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN & LATINO STUDIES - SOCIOLOGY
0734718,07,Santa Cruz,34,Merrill College,718,PRE-BIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260101,"Biology/Biological Sciences, General.",PRE-BIOLOGY
0734721,07,Santa Cruz,34,Merrill College,721,PRE-COMPUTER&INFO SCI,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110101,"Computer and Information Sciences, General.",PRE-COMPUTER & INFORMATION SCIENCE
0734722,07,Santa Cruz,34,Merrill College,722,PRE-COMPUTER ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140901,"Computer Engineering, General.",PRE-COMPUTER ENGINEERING
0734728,07,Santa Cruz,34,Merrill College,728,PRE-ECONOMICS,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,450601,"Economics, General.",PRE-ECONOMICS
0734729,07,Santa Cruz,34,Merrill College,729,PRE-ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,140101,"Engineering, General.",PRE-ENGINEERING
0734730,07,Santa Cruz,34,Merrill College,730,PRE-ART,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500701,"Art/Art Studies, General.",PRE-ART
0734734,07,Santa Cruz,34,Merrill College,734,PRE-LANGUAGE STUDIES,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160101,"Foreign Languages and Literatures, General.",PRE-LANGUAGE STUDIES
0734754,07,Santa Cruz,34,Merrill College,754,PRE-PSYCHOLOGY,N,GENERAL CAMPUS,0,310,PSYCHOLOGY,420101,"Psychology, General.",PRE-PSYCHOLOGY
0734766,07,Santa Cruz,34,Merrill College,766,PRE-THEATER ARTS,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500501,"Drama and Dramatics/Theatre Arts, General.",PRE-THEATER ARTS
0734769,07,Santa Cruz,34,Merrill College,769,LAT AM&LAT ST-GLOBAL ECON,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",LATIN AMERICAN & LATIN STUDIES - GLOBAL ECONOMY
0734770,07,Santa Cruz,34,Merrill College,770,FILM & DIGITAL MEDIA,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500699,"Film/Video and Photographic Arts, Other.",FILM AND DIGITAL MEDIA
0734775,07,Santa Cruz,34,Merrill College,775,PRE-FILM & DIGITAL MEDIA,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500699,"Film/Video and Photographic Arts, Other.",PRE-FILM & DIGITAL MEDIA
0734777,07,Santa Cruz,34,Merrill College,777,PSYCHOBIOLOGY,N,GENERAL CAMPUS,0,310,PSYCHOLOGY,422706,Behavioral Neuroscience.,PSYCHOBIOLOGY
0734780,07,Santa Cruz,34,Merrill College,780,PSYCHOLOGY,N,GENERAL CAMPUS,0,310,PSYCHOLOGY,420101,"Psychology, General.",PSYCHOLOGY
0734801,07,Santa Cruz,34,Merrill College,801,RELIGIOUS STUDIES,N,GENERAL CAMPUS,0,430,LETTERS,380201,Religion/Religious Studies.,RELIGIOUS STUDIES
0734867,07,Santa Cruz,34,Merrill College,867,SOCIOLOGY,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451101,"Sociology, General.",SOCIOLOGY
0734903,07,Santa Cruz,34,Merrill College,903,THEATER ARTS,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500501,"Drama and Dramatics/Theatre Arts, General.",THEATER ARTS
0734925,07,Santa Cruz,34,Merrill College,925,WESTERN CIVILIZATION,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050106,European Studies/Civilization.,WESTERN CIVILIZATION
0734928,07,Santa Cruz,34,Merrill College,928,WOMEN'S STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050207,Women's Studies.,WOMEN'S STUDIES
0734934,07,Santa Cruz,34,Merrill College,934,WORLD LIT & CULTURAL STDS,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160104,Comparative Literature.,WORLD LITERATURE & CULTURAL STUDIES
0735000,07,Santa Cruz,35,Porter College,000,UNDECLARED,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",UNDECLARED
0735002,07,Santa Cruz,35,Porter College,002,DOUBLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",DOUBLE MAJOR
0735003,07,Santa Cruz,35,Porter College,003,TRIPLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",TRIPLE MAJOR
0735008,07,Santa Cruz,35,Porter College,008,LIMITED,N,GENERAL CAMPUS,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",LIMITED
0735009,07,Santa Cruz,35,Porter College,009,JOINT MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",JOINT MAJOR
073500J,07,Santa Cruz,35,Porter College,00J,FEMINIST STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050207,Women's Studies.,FEMINIST STUDIES
073500K,07,Santa Cruz,35,Porter College,00K,HIST OF ART & VISUAL CULT,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500703,"Art History, Criticism and Conservation.",HISTORY OF ART AND VISUAL CULTURE
0735013,07,Santa Cruz,35,Porter College,013,AESTHETIC STUDIES,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,509999,"Visual and Performing Arts, Other.",AESTHETIC STUDIES
073503S,07,Santa Cruz,35,Porter College,03S,TECH & INFO MANAGEMENT,N,GENERAL CAMPUS,180,220,COMPUTER & INFORMATION SCIENCES,111099,"Computer/Information Technology Services Administration and Management, Other.",TECHNOLOGY AND INFORMATION MANAGEMENT
073503Y,07,Santa Cruz,35,Porter College,03Y,PHYSICS EDUCATION,N,GENERAL CAMPUS,180,620,EDUCATION,131329,Physics Teacher Education.,PHYSICS EDUCATION
0735045,07,Santa Cruz,35,Porter College,045,AMERICAN STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050102,American/United States Studies/Civilization.,AMERICAN STUDIES
073504U,07,Santa Cruz,35,Porter College,04U,BIOMOLEC ENG & BIOINFO,N,GENERAL CAMPUS,180,110,BIOLOGICAL SCIENCES,261103,Bioinformatics.,BIOMOLECULAR ENGINEERING AND BIOINFORMATICS
0735053,07,Santa Cruz,35,Porter College,053,BUSINESS MGMT-ECONOMICS,N,GENERAL CAMPUS,0,610,BUSINESS & MANAGEMENT,520601,Business/Managerial Economics.,BUSINESS MANAGEMENT - ECONOMICS
073505L,07,Santa Cruz,35,Porter College,05L,ROBOTICS ENGINEERING,N,GENERAL CAMPUS,180,240,ENGINEERING,140999,"Computer Engineering, Other.",ROBOTICS ENGINEERING BS
073505U,07,Santa Cruz,35,Porter College,05U,NETWORK & DIGITAL TECH,N,GENERAL CAMPUS,180,220,COMPUTER & INFORMATION SCIENCES,111099,"Computer/Information Technology Services Administration and Management, Other.",NETWORK AND DIGITAL TECHNOLOGY
0735063,07,Santa Cruz,35,Porter College,063,ANTHROPOLOGY,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,450201,"Anthropology, General.",ANTHROPOLOGY
0735069,07,Santa Cruz,35,Porter College,069,INFO SYSTEMS MANAGEMENT,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,119999,"Computer and Information Sciences and Support Services, Other.",INFORMATION SYSTEMS MANAGEMENT
0735072,07,Santa Cruz,35,Porter College,072,APPLIED MATHEMATICS,N,GENERAL CAMPUS,180,210,MATHEMATICS,270301,"Applied Mathematics, General.",APPLIED MATHEMATICS
0735074,07,Santa Cruz,35,Porter College,074,APPLIED LINGUISTICS,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160102,Linguistics.,APPLIED LINGUISTICS
0735075,07,Santa Cruz,35,Porter College,075,APPLIED PHYSICS,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400801,"Physics, General.",APPLIED PHYSICS
073508L,07,Santa Cruz,35,Porter College,08L,SPANISH STUDIES,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160905,Spanish Language and Literature.,SPANISH STUDIES
0735090,07,Santa Cruz,35,Porter College,090,ART,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500701,"Art/Art Studies, General.",ART
0735093,07,Santa Cruz,35,Porter College,093,ART HISTORY,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500703,"Art History, Criticism and Conservation.",ART HISTORY
0735094,07,Santa Cruz,35,Porter College,094,ARTS & CRAFTS HSTRY,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500703,"Art History, Criticism and Conservation.",ARTS & CRAFTS HISTORY
07350A7,07,Santa Cruz,35,Porter College,0A7,COMPSCI GAME DESIGN,N,GENERAL CAMPUS,180,220,COMPUTER & INFORMATION SCIENCES,110701,Computer Science.,COMPUTER SCIENCE: COMPUTER GAME DESIGN
07350BD,07,Santa Cruz,35,Porter College,0BD,ART DESGN GAMES PLAYMEDIA,N,GENERAL CAMPUS,180,410,FINE & APPLIED ARTS,500411,Game and Interactive Media Design.,ART AND DESIGN: GAMES AND PLAYABLE MEDIA
07350BE,07,Santa Cruz,35,Porter College,0BE,SCIENTIFIC COMP APPL MATH,N,GENERAL CAMPUS,0,210,MATHEMATICS,270304,Computational and Applied Mathematics.,MS IN SCIENTIFIC COMPUTING AND APPLIED MATHEMATICS
07350CR,07,Santa Cruz,35,Porter College,0CR,APPLIED LING AND MULTILIN,N,GENERAL CAMPUS,180,420,FOREIGN LANGUAGES & LITERATURE,160105,Applied Linguistics.,APPLIED LINGUISTICS AND MULTILINGUALISM
07350D4,07,Santa Cruz,35,Porter College,0D4,SCIENCE EDUCATION BS,N,GENERAL CAMPUS,180,620,EDUCATION,131316,Science Teacher Education/General Science Teacher Education.,SCIENCE EDUCATION
07350DW,07,Santa Cruz,35,Porter College,0DW,ENVIRONMENTAL SCIENCES,N,GENERAL CAMPUS,180,230,PHYSICAL SCIENCES,400101,"Physical Sciences, General.",ENVIRONMENTAL SCIENCES
